TID,POST,LABEL
910,@ainz0417 I'm sorry you are feeling sad and sick. I hope you feel better soon.,0
654,Lmao depression really had me telling people “having a bad week I’ll hit you back when I’m feeling better” and now I’m feeling better and still don’t wanna hit y’all back so sorry not sorry if you don’t hear from me just know I’m good just not w you,0
101,"As a Mum, teacher & survivor of HSC/VCE & the pot-holed road beyond; I can share that things - including anguish, distress, anxiety & depression - do pass; but they’re all aspects of being human that sometimes take over & we need help to navigate! No shame in that. Not for ever!",0
234,"Normalizing Mental Health is important! 

I have struggled with mental health for a long time, especially with medication. I have Generalized Anxiety (leading to depression), Panic Disorder, ODC and BPD. It has been a struggle and i am still fighting to find my normal.",0
515,http://bit.ly/18mdyM  tech is changing the way we FARM!!! AWESOME,1
275,Woken up from two hours of fever dreams to find that my post is back and I have a phone message from an awesome girl,1
763,"imma try using my light instead of sitting in the dark all day, maybe that’ll cure my depression 😼",0
25,"Day 27 even though I said 26 of 30 - 25 press ups a day to raise awareness for mens mental health, PTSD, anxiety, depression and suicide. A pleasure to be joined by my step father today who suffers with depression @NewportMind @ctmmind @DarrenT87369147 @MindCymru @MindCharity. pic.twitter.com/8MbZv758Cx",0
697,"wyn takes 5 mins to prepare to go out, while mel takes 5 hours.  :p  happy birthday again my friend!",1
674,Happy Mother's Day,1
657,I just saw Night at the Museum 2.  It was AWESOME!,1
128,Is it because those same people see more death and destruction if trump “wins” four more years???Good to know a pandemic and an economic depression were the wake-up calls ....sigh.,0
881,Depression. When you wake up in your nightmare and cannot go back to sleep.,0
659,@JonathanRKnight I'm just happy I get to be there.,1
556,"Remember this.
#mentalhealth #mentalhealthawareness #anxiety #selfcare #depression #selflove #love #mentalhealthmatters pic.twitter.com/rAHDCKpEtU",0
442,Happy Sunday to all! Getting ready to go to church!  I LOVE GOD SO MUCH!!!! DO U? Take care friends!!!,1
591,"""Love people, love humanity"", ",1
72,@birdblogger so happy maybe it was the same one it made my day,1
769,"trying to find a binder to put my finished project in  eep, i'm so happy",1
854,damn morning depression has a whole other type of power over me,0
264,"To those who Fight   Addiction, Mental Illness, Depression, Anxiety, Death, HeartBreak, Suicide. You are NOT alone. I am here WITH you. You are strong and you’ve been put in this situation to test your readiness for life. but You are RESILIENT.",0
519,You Are Totally Awesome!,1
577,"Ini foto pertama win yg gue simpen, his smiles is soooo freaking pure like nobody can beat his smile in this world, maybe he's an angel that God sends for came to earth and helping me from depression in the middle of this pandemic situation, i love him so much❤ stay safe awin ku  pic.twitter.com/5BNuIc836Z",0
19,@tommcfly Eclipse is awesome  it's better than new moon,1
159,"finally finished breaking dawn! SOOO GOOD! sad to see it end tho :/ gonna find some food &amp; then get some work done, now rather than later ",0
470,"FLEABAG+SELFISH CROCWhen Ned the Shire Horse injures his leg, he can no longer work. Too sad to go out, he fears the slaughterhouse. But Farmer Bill won't let an old friend down & helps Ned overcome his depression & find a new job giving rides to kids.#PB #own #DVpit #DIS",0
325,@jonthanjay awesome  i have one...there's some cool games on there,1
498,Many thanks to @CattyG @poptopvw for noting little old me on this happy #followfriday. Very flattered,1
391,"- single mai hun
- Neend mujhe nahi aati
- Padai mujhse nahi hoti
- Depression ne mere sath dosti karli hai
- Dhoka mera bhai bana hua hai

Ab in sabke sath jeeye to kese jeeye??? 
😒😒🙄🙄",0
184,@teenhearts: awesome. BTW I'm stoked to get ur cd. I just ordered it.,1
422,@perezhilton http://twitpic.com/6fwgq - This level of cute is ridiculous! He looks so happy too!,1
152,Happy Sunday - going for a ride on the Harley today,1
863,"Depression comes in waves and brother, I'm ready to hang 10.",0
872,"@Delavegalaw I'm so happy I found and followed Elizabeth, her tweets are like medication for depression!",1
855,Happy mothers day  the greatest mothers day gift is too see our kids serving god,1
922,"Do me a favour and just accept me for who I am, stop trying to fix me like I'm some extreme make over barbie doll kids play with, nobody's perfect, I'm happy the way I am right now, suffering depression is bad enough as it is as well as suffered heavy menstrual vaginal bleeding",1
19,@kvanduyne I am happy you and mandy had a safe trip.  I have never been to VA Beach.. Enjoy,1
237,"i was literally gaslighted by my ex for being bipolar. i have toxic and manipulative traits, but i’m literally just me? i’m not perfect, i have a fucking illness, don’t expect us to be perfect, and don’t romanticize depression but call people with bpd crazy in the same breath",0
162,awww her husband cooked for us! awesome times girls! i love you,1
613,Building houses for cheap! Not really making much money but happy to be working.,1
146,"At any point of time,have I commented on the case specifics?..I am not police,I will not participate in this circus of conspiracy theories..my only issue is with people who think mentally strong can't have depression..I am concerned about mental health issues and conversations",0
107,@BryanGwin i can see that. haha  and wait. I checked your band's myspace page and i got to stay. your music is definitely awesome. (:,1
185,"@philgerb I am happy to hear that all is well. As for me, I cannot complain. Life is good. Got my health and a roof over my head. ",1
152,"i wish i could just have one day where i was actually happy but alas,,,, my depression and bpd will not let that happen c:",1
163,http://twitpic.com/3pd5a - makapu'u beach 2... my camera phone is awesome capturing blue,1
144,I Feel Bad For The Homie @sadkatelyn Sooooooo Much Depression,0
358,loved the cs graffiti life show. awesome night. i'm really proud of myself because i didn't feel the need to hold back my feelings.,1
804,"Really sad one
Atalanta forward, Josip Iličić found his wife cheating when he went to surprise her in Slovenia and now he's in depression considering to quit football. 

Iličić is not going to play vs PSG which is the biggest game of his life.  pic.twitter.com/c9yIX7n335",0
698,"Building collapse survivors prone to depression, aggression —Experts  https://naijastreettalk.com/2020/08/02/building-collapse-survivors-prone-to-depression-aggression-experts/ …",0
749,"Unconfirmed rumors;

It appears that Josip Ilicič might be considering retirement from Football.

He fell into deep depression after he caught his wife cheating on him. 

So sad!  pic.twitter.com/7w7JLDfbv1",0
714,"just woke up,happy mothers day ",1
252,"@TheDragan2121 My depression decided to rear it's ugly head, sadly because of a spark of Jealousy... And I hate being Jealous, so my day kinda tanked, and my week has been plunged into the depths.",0
555,"has found and bought an awesome book today, entitled: &quot;20 Essays Written by 20 Somethings.&quot; ",1
124,@adamagee awesome! super stoked for the new album,1
287,"if it makes you happy why not?!?  happy mothers day! Thanks to all those mothers, cuz my cute friends would not be possible without you.",1
39,"Happy birthday to y bestfriend, Jacklyn Nicole DeCastro. I love you beezy ",1
557,"@sorgeweniger ich glaube, dass ist ein wichtiger punkt. weder die bedürfnisse, noch die wünsche werden erfüllt. vorallem ärmere menschen haben oft SO VIEL leidenschaft und interesse und NICHTS wird erfüllt. das treibt viel weiter in die depression. b",0
129,"Social anxiety, OCD, epilepsy, short term memory loss (due to anti-epileptic drugs) & depression are all making my life a hell. But I'm just living for the three most important people in my life and pretending and sometimes lying to myself that everything is fine with my life. 😊",0
72,@anitafiander Thanks... Happy Mother's Day to you too,1
835,"Mental weakness refers to the negativity, too much anxiety and depressive thoughts inside your mind. This is identified by : getting too emotional at times, lack of self-confidence, Anxiety, depression, Overthinking, Taking a lot of unnecessary tension, etc.#BEAWARE",0
141,@mysteriousmysti hope u have alotta fun seeing green day. they're an awesome band,1
9,"Depression dies blow, hope it passes soon.",0
279,"is studying once again.. Happy 4/20, everyone.  xx",1
149,Looking forward to a beautiful and relaxing weekend and Game 3 tonight!! Happy Memorial Day Weekend,1
21,Why oh why is it so hard for me to get motivated to start working out? I am so lazy! Happy Friday.. the weekend is almost here,1
274,"Anyone ever feel like u are actually suffering from mild depress, like no, u r not saying u really are having depression, but u got like a small portion of deep sadness inside but u r denying it n lying to your heart bcuz yknow, u can keep denying it anyway. same.",0
157,"#Depression has many clusters and can look differently even in similar people.
 https://buff.ly/3hSgh6H  #mentalhealth",0
647,"I fucking hate those people so much. Those people who go """"""""I was depressed but then I just started thinking happy thoughts and then that cured it :)""""""""Cool. So you didn't have depression. You were just sad for a while.""""",0
692,@THEREALSWIZZZ say happy WED*  peace*,1
37,long naps make me happy,1
277,happy birthday to me  &lt;3,1
946,"I’ve personally seen an increase in suicides, ODs and am watching a number of friends and family struggle with deep depression.
I know that’s anecdotal, but I believe it’s a trend that others are seeing as well.",0
537,Have you ever witnessed the downward spiral of an overtired child from happy and alert to suddenly cranky? What are the links between insomnia and  depression? Dr Tammra Warby answers many of these questions here.  http://bit.ly/2Hjm8A1Â  #Mindset #DrTammraWarby pic.twitter.com/H7bm0tROr4,1
870,Please depression disappear. This shit haunts me daily. My dreams have been really nice they just never materialize. Just fear & sad emotions rule my mind. Sorry but this is where I vent. I know I'm a loser but hey things could change. I hope & pray for it to happen foe me,0
813,"Happy Birthday to my Grandpa.  He has 3 cats, but I still love him. ",1
856,"""Welcome to the future! Are we having fun yet?\n\nCrypto-Chef & Nutro-Futurist\n\n#NJ American \ud83c\uddfa\ud83c\uddf8 \n\n\u2764 blocking bigots \n\n#CancelFacebook"", ",1
839,I'm sad and don't know why. Assuming depression is deciding to kick my teeth in like an asshole.,0
827,@williambason @ajhice I'm lucky to have such great friend that would drive 7 hours each way just to watch me race....awesome. Thanks guys,1
998,I really just want this depression to be over. I want a night I don't cry myself to sleep anymore. I just want to be happy. I want it to be over :(,1
321,"Mounting evidence shows exercise can prevent depression  https://buff.ly/2HXS3agÂ  Yep, that's why I am happy :) pic.twitter.com/4m8QZPUtQI",1
26,Happy birthday to my wonderful mother and to @katiesantry,1
610,"Happy Birthday, Dad ",1
644,"Back from a fantastic birthday gathering in Hyde Park. Full of sunshine, fantastic food and pure glee. Awesome friends are awesome ",1
969,Brewing my coffee from @grindincoffeeco and then booting up the stream. My depression isn't crippling today so I want to take advantage.,0
105,Can we stop making depression/anxiety/mental health issues a trend? Cause there is sure as hell a lot of fake depressed people now,0
992,"""relatable & funny content only 1 just follow me thank you \u2665\ufe0f"", ",1
342,@echobase77 Yeah I'm never prepared for FF and I never have a list of names I can write down. It's pretty sad,0
22,"A3
You're filled with anxiety and depression, as well as loneliness.
#PeopkeSkillsChat https://twitter.com/KateNasser/status/1289927921033809925 …",0
318,Depressed or Just Sad? 5 Signs of Depression - Many Words One Voice  https://buff.ly/2vFM7jHÂ ,0
509,Today is a very very sad day..... Thank goodness for IOU's,0
719,Golden Girls makes me sooo happy  crazy day now I gotta take it easy..,1
542,@ViolaJaynes try asking @tweetdeck i'm sure they will be happy to help you.,1
737,@skatagb @bitchywolfhard Oh my god youre right<Emoji: Crying face> im so sad i need a depression nap now,0
123,going to sleep with the sound of halo 3 and two happy boys,1
904,HEEYYY ALL!!!! Thanks for your  votes at http://www.hottweeters.com/CuteRain!!! I am very happy to have your support KISSESS ~Cute Rain~,1
394,"@optimuffins good luck, depression is real but not being stuck inside your head and rather paying attention to the outer helps tremendously <Emoji: Face savouring delicious food><Emoji: Umbrella>Have been there, good luck, stay busy and stay happy.<Emoji:",1
661,"@awg_allan @TelegramSam100 @happycishappy If they have clinical depression, it is because the way they choose to view the world that is causing it. They are churning toxic hatred through themselves.",1
42,@JackAllTimeLow @AlexAllTimeLow Have an AWESOME show tonight boys! Wish I cldve gone to watch u guys again!,1
190,"Hey everyone, @oddmanout75 is looking for some great people to follow and follow him. Since all of you are awesome, you should follow him ",1
83,"Treat work related depression at the Kalm Centre today.The mental health of employees is imperative to the success of any organization. Sadly, mental health of employees is often overlooked in the corporate world....  https://www.facebook.com/HrLinksGhana/posts/1635375116499792Â â¦",0
427,"leg is crippled, like really can't walk well. so sad. lovee the new tattoo though ",0
104,1st Wedding Anniversary today   Here's to many more blissfully happy years together.,1
739,Happy mothers day tu all moms out there  !!,1
612,I won’t have anything to show for a bit cuz my depression symptoms have come back leaving me super unmotivated but I can share some old work I still love that make me happy 🥰 I miss painting animals. #digitalart #illustration pic.twitter.com/5F04C5FwMt,0
466,"The number/proximity of people low-key living with DEPRESSION will shock you.

Some people ain't even aware they're D. Sometimes, just listening to someone & speaking less will show you. But every1 is concerned bout being heard & not listening at all.

#LeanOnMeDearHuman!
#ICare",0
201,Je suis dans un mood la je sais pas si c’est un post dépression mais y’a tous qui me soule,0
38,"Asking someone: What did you do today? What did you do yesterday? Oh, what did you clean? How much? But I did that, so how much did you actually do? What do you plan on doing tomorrow again?

Isn’t a nice thing to do. It’s doubly not nice if the person is dealing with depression.",0
813,"I’ve had depression for as long as I can remember normally I can manage it but as you know shit has been rough, anxiety is also a bitch. It’s why I gotta figure out a plan for myself because it’s also messing with my sleep",0
209,"Yep.And that is why suicide and depression isn't taken seriously in this country.Cyber bullying is seen as ""joking"". tearing another's ego down. Wht i like abwt life is that it will teach negative people a lesson xem.",0
998,"Hi there, so I’ve been really sad for some months now because not only is post school depression is real and I still can’t shake some other things that’s been withholding me from being happy. So many times I thought death would be easier...but things are different now.",0
744,"We are back in a recession/depression where we were the last time GOP was in office. It took President Obama 8 years to bring us back on track. In 3 1/2 years, trump destroyed it all. Make no mistake, we were in a recession before covid made it worse. VOTE BLUE!! trump's given up",0
196,@CLinterior Happy weekend; that is great about your father.  Good morning yet from our side of the globe,1
765,hmmmm..What are you doing?...im singing a very awesome song  and ima go see a movie called...TERMINATOR SALVATION!!!!!!! OH YEA! BITCH! xD,1
822,@abhi_jith So happy to hear that.,1
502,"Smiling, even when it's forced, indicates to your mind that you're happy. This in turn causes the brain to release endorphins,"" the body's """"feel-good"""" chemicals that combat depression and anxiety.  https://goo.gl/vwCqUaÂ ",1
193,"@BBCOne @HughFW @jamieoliver @HairGilded Whereas shows on tv designed to make you feel guilty about being large regardless of whether you're otherwise happy at the size you are or not...those do wonders to improve depression in people, right? ;)",1
130,Is now baptized!  we have an awesome god.,1
961,@BriggySmalls happy to be the 1st to *high five* you dude!,1
294,@gabirapuano i'm so happy you answered!! Can't blip now b/c I'm camping!! I really miss it! I'll blip tomorrow again  Obrigada btw!,1
845,it saddens me how much my mental health really changed me. depression is a thief.,0
38,"A2. It can very well drop them into a state of depression or the opposite, state of rebuilding themselves for the better. #PeopleSkillsChat",0
769,And I got to see Coalesce destroy the low ceiling! And the gutair player used sheetrocks to play his guitar! THAT was awesomeness!,1
892,"@sarbjitkaur1 So sad.  Male children are not given the emotional supports needed to develop healthy brain development and suffer anxiety, and depression as a result, studies have shown.  I see it in my own families.  We need 2 parent boys more intentional",0
384,That depression is just an illness and there shouldn't be so much stigma?  https://twitter.com/exsumptious/status/1288901615693438977?s=20 …,0
485,homeee from livie's sweet which wass fuckingg awesomee .,1
915,@tainted_ilaria so happy too! another #puppylick for you,1
6,@selenagomez I LOVE YOU SELENA GOMEZ... You're so beautiful! You're my role model and my idol! I would be so happy if you reply to me,1
870,imagine developing multiple anxieties and depression when you’re 8 and no one know why. at least i could breath i suppose.,0
374,@williger Thank you so much for the #FollowFriday shout! You're most awesome,1
836,"Happy Mothers Day to all the Moms  It's a tough job, but totally worth it!",1
834,@ShizuStreams shizu is the best healer.  She heals my sadness and depression with her voice c:,0
40,Some people may say you can't be sad because someone else may have it worse is just like saying someone can't be happy because someone else might have it better. Depression is one of the most dehumanization and tiring emotional experience anyone can encounter in their life,1
696,hate being an adult cant listen to Just Be Friends without getting depression 2,0
949,Elizabeth is freakin' awesome!!! She's following me now!,1
766,You’re kidding right?  Have you even noticed we are in a depression?,0
765,"FEAR WOMEN

Atalanta forward, Josip Iličić found his wife cheating when he went to surprise her in Slovenia and now he's in depression considering to quit football.",0
151,There is a difference between being anxious every once in a while and having anxiety. There is a difference in being sad and depression. If you do not know the difference go read a book before you open your mouth and try to tell someone to get over it.,0
459,@shaunjumpnow happy birthday   x,1
177,Awesome football stadium,1
101,"happy mothers dayy, out to breakfast with my mommaa ",1
151,Tenth Tropical Depression for the 2020 Hurricane Season is just forming off the coast of Africa #TropicalStormIsaias #HurricaneSeason pic.twitter.com/ti9N34PfMt,0
676,@_is_depression EXACTLY!!! I have never heard someone explain it that way but that's exactly how I explain it to my husband. It's sad there aren't more mainstream books for the real person with real problems. Depression isn't playing the victim which some,0
390,@Denese25 Awesome background!,1
698,@ItsDely wut u tryna say? lol every1 shud be happy after they get out the shower,1
675,#hoppusday  @markhoppus Happy Hoppus day  you rock,1
579,@tedrubin glad you have a happy tummy!,1
66,"tw// depression
.
a friend made me really depressed because he was asking what mental disorders i got diagnosed w and what medications i got and i hate talking abt it when its out of the sudden amd he REALLY ruined my mood",0
494,"""Degree in Child and Family Development\nI LOVE to work with children, decorate, laugh, and have fun! I love to spend quality time with my family! \u2764\ud83d\udc8b"", ",1
567,"craziest thing about depression is that i always think that i've hit rock bottom and that shit couldnt get worse, but today i turned down a costco churro cause i was sad, then cried about not eating the churro, and i realized that this is DEFINITELY rock bottom (until it isnt)",0
10,i love demi's new album cover its awesome i cant wait to here the songs !,1
556,Bout to hit the sack...got shit to do tomorrow. Happy mothers day MOM!,1
963,"""Positive and funny"", ",1
464,I'll try to jump start my happiness by texting everyone. 10 mins into texting everyone I don't want to talk to anyone. Fuck you depression,0
270,@BTKing I'm so sad. I really wish whenever I logged into Aim you'd be there ;( i guess we have bad timing LoL. Georgia trip this weekend,0
948,Happy Birthday Snickers!!!! ? I hope you have the best day ever! Let's go shopping!!!,1
904,"Happy Birthday Big Ben, may you chime for another 150 years and more ",1
686,I'm so happy its sunny...but rumor has it its chilly outside!,1
96,"Sadness and Depression are serious cases, you don't know what the person is fighting inside.",0
882,Baking a cake while my baby sleeps.  Tomorrow is going to be awesomesauce!,1
670,Depression is one of the hardest things to deal with and some people will just never understand that. Fuck the people who talked down to you. You’ve been a dope soul for as long as I have known you and I am happy to see you’re doing better. Positive vibes your way!,0
133,"IM GOING TO SEE @HayleyKiyoko NEXT WEEK IN CHICAGO! IM SO EXCITED, MY DEPRESSION IS GONE, MY ASTHMA HAS BEEN HEALED, I AM A HAPPY PERSON. SEE YA AT THE HOUSE OF BLUES B <Emoji: Smiling face with open mouth and smiling eyes><Emoji: Smiling face with open mouth and smiling eyes><Emoji: Smiling face with open mouth and smiling eyes>",1
957,fren: i have depressionme: have u been diagnosed?fren: i know i have depressionme: yea but have u been diagnosed??fren: no but i know i dome: how do u knowfren: bECAUSE *tears up* IM JUST SO SAD ALL THE TIME AND MY LIFE SUCKS *fake weeping sounds*,0
503,Happy Mothers day to all the Mothers in my life,1
18,now we talk about football in lunchtime..anything worse? happy #hoppusday everyone! and  mother's day too  (fuckin&amp;touchin&amp;suckin hahhah),1
390,At the phase of depression again.,0
352,Woopra is pretty awesome. Now to get more visitors to http://l4x9.com so I can see it happen live,1
273,@Oddessy congrats you are now cooler than me.  Happy Birthday Miss Lovely.,1
216,Just say you hate people with depression and go. Because you're not hiding it very well.,0
59,"@ddlovato AJ RAFAEL (AWESOME MUSICIAN, FAMOUS ON YOUTUBE) COVERED YOUR SONG, DON'T FORGET. PLEASE WATCH IT  IT'S GOOD! http://bit.ly/vFWAs",1
346,#netflix has awesome customer service  and not to mention a great product,1
760,A girl at work just pulled out a bible in the breakroom and it is now the topic of conversation. My heart smiles!  He is awesome!,1
916,@RoxxiNikki happy birthday! Take plenty of pics/video so you'll remember what you did later on!,1
528,My anxiety and depression is soooooo fucking bad lately. Please dm me some ways to not be a sad piece of shit all the time. Please and thanks,0
864,The freaking Circus was awesome!  Dude I loved it.,1
929,@therealnuma Awesome me too  Got a busy two weeks with uni and my birthday and Melbourne but after that.,1
313,"Crazy how so many members of my family at some point exhibited sides of depression - grandma, aunt, cousins, me - but everyone talks about it like it's Not A Thing and will ridicule you for even talking about it",0
269,went 2 wallyworld today had an awesome time getting a kewl easter basket and a nitelite for my computer,1
394,Jis din sab sahi ho us din yeh soch ke depression ho jata hai ke sab sahi kaise hai..,0
901,Swara r uh really out of ur mind kya apko khali depression Hi dekh raa mtlb kuch bhi khe do but hum toh sucide hi boleyga mtlb etne sara evidence etne sare log jinko yeh dekh raa ki yeh murder h but ap..pls apna dimag use krna sikho🙏,0
506,Fighting depression isn't easy and I still get uncontrollably sad.. but I know thats not what I want for myself.,0
38,thank you all for the #FF mentions. You are all awesome.,1
587,Mackenzie McKee Opens Up About Depression and Greif in Emotional Post  https://teenmommadness.com/2020/08/02/mackenzie-mckee-opens-up-about-depression-and-greif-in-emotional-post/ …,0
636,Poor COVID-19 response pushes us to edge of depression  https://www.thestarpress.com/story/opinion/columnists/2020/08/02/michael-hicks-poor-covid-19-response-pushes-us-edge-depression/5522578002/ …,0
624,@ChrisBerryTwits and i'm happy that i didn't enter now...,1
248,"Here's what I Know so far.This is what depression does to you, instead of keeping on top of things you just pull the sheets over your head and feck the worldHad the ultra-sound done on my leg, they are happy with that, no circulation problems. However, I have an infection on my",1
930,"@nick_thompson yummy, can't beat cooked flowers on your birthday!  tell her happy birthday from me",1
499,"@ddlovato, Your Awesome! I love to draw you! I hope you'll ever see it! (: http://twitpic.com/4lvns  I hope you'll come to Holland soon!! ",1
168,"@yelyahwilliams LOL! You're awesome, Hayley!!! Paramore Rocks!!! Love from COLOMBIA!!! ",1
177,I got a new Tattoo yesterday it is a mama lion and her 3 cubs I love it represents and my kids soooooooooooooo cute    I am so happy,1
92,"(1/2) If someone clinically diagnosed with sociopathy can convincingly appear neurotypical, what stops someone on the Autism spectrum from masking? I know they aren't the same disorder but people with anxiety can hide it, people with depression, people with BPD.",0
207,"""A FUN LUVING POSITIVE THINKING GUY , LIVING LIFE TO THE FULLEST."", ",1
270,"@Flosephine Yes and better still he's tackling his depression with lot of exercise and talking therapy, I'm more happy about this, Flo! X",1
603,Depression hitting harder than my weed does 😪,0
764,so happy - today is shopping-day,1
214,@DisneyFan10101 lol thats awesome!!!,1
15,"Depression is so real , idk why people joke ! Just cause you see someone smiling doesn’t mean their not fighting it",0
919,"depression or commits suicide, be a little sensible. Mental health exists and it is like any other disease. Please don't demean someone with depression by saying ""Let's not remember his as a depressed guy, but as a hero"" Reread this sentence. You'll understand my point.",0
818,"This world needs to fuck right off. I'm so done with everything. I get it, you don't want me here. This world has already killed my hopes, dreams, ambitions and any enjoyment I once had. I don't wanna be here anymore either. #mentalhealth #depression #SuicidePrevention",0
232,@CBClick Do it! Happy AT&amp;T/Bold user here,1
762,@AntonioMBush my beautiful LB! Happy Birthday! Welcome to the 25 and up club!,1
777,"HAPPY MOTHER DAY FOR ALL THE STRONG HARD WORKING MOTHERS, MAY GOD BLESS YOU AND YOUR FAMILY ",1
392,had an awesome night at the bruecks! thanks kristi &amp; bart!!!! can't wait until you have your house smelling all yummy!,1
172,"my tweeps, ima get sum sleep.. had an awesome nite. peace an love ",1
442,Happy Mothers Day!,1
841,"@JeffKnize Thank you very much, I'm surprised but very happy about it  ",1
63,@bethofalltrades http://twitpic.com/69bs9 - happy birthday!,1
483,@born2shine4ever miss u too  I'm happy u passed ur test. U shld be proud!,1
137,"http://recipekey.com/r/zykfx a great veggie lasagna!!  happy marathon monday, boston folks ",1
255,Some people may say you can't be sad because someone else may have it worse is just like saying someone can't be happy because someone else might have it better. Depression is one of the most dehumanization and tiring emotional experience anyone can encounter in their life,0
636,"@MissPureGold *Hug..... I simply meant alot of us are sad here, not sure of depression though.",0
562,"Happy 19th Birthday, Chryslyn. ",1
856,tryna listen to happy songs instead of sad songs to try and undo my depression oof,1
